Season,"r(DIS,DBPM)","r(DIS,DWS)","r(DIS,D-LEBRON)"
2017-18,0.4143837054673771,0.7412890576802618,0.7507706604303862
2018-19,0.41260302795285414,0.7548797555296182,0.8017598645122774
2019-20,0.4240413699850181,0.7336965175924268,0.7534153107695403
2020-21,0.5375090428304939,0.674368727686995,0.8049291566752798
2021-22,0.4010554155375785,0.7483166835077737,0.7832388525201196
2022-23,0.34505256490785835,0.7022895367799298,0.7859275484010738
2023-24,0.35852984529567705,0.7452425910174868,0.7750351810154416
2024-25,0.47446311488593046,0.7424644826911397,0.7183943781726837
