Player,Season,DIS,DBPM,DWS,D-LEBRON
Shaquille Harrison,2021-22,-8.941227114,0.6,0.0,-0.39
Terry Taylor,2021-22,-8.994316354,-2.8,0.2,-1.1
Sandro Mamukelashvili,2021-22,-9.223112446,-1.0,0.3,-0.71
Isaiah Todd,2021-22,-9.312465146,-1.2,0.1,0.11
McKinley Wright IV,2021-22,-9.341744398,-2.8,0.0,-0.59
Kevin Knox II,2021-22,-9.467018441,,,-0.74
Brandon Williams,2021-22,-9.473983001,-3.1,0.2,-1.61
Keon Johnson,2021-22,-9.49730666,-2.5,0.2,-1.93
Joe Johnson,2021-22,-9.821888314,2.8,0.0,-0.72
Keljin Blevins,2021-22,-9.961186596,-2.9,0.1,-1.84
Aleem Ford,2021-22,-9.996429281,-2.2,0.1,-0.1
Chandler Hutchison,2021-22,-10.01945106,-0.5,0.0,-0.7
Eric Paschall,2021-22,-10.03390849,-1.0,0.5,-1.86
Gabriel Lundberg,2021-22,-10.19519431,0.5,0.1,-0.77
Georgios Kalaitzakis,2021-22,-10.29572089,-1.9,0.2,-0.6
Elijah Hughes,2021-22,-10.35745995,-2.3,0.1,-1.11
Duane Washington Jr.,2021-22,-10.60813089,-2.8,0.2,-1.83
Malik Fitts,2021-22,-10.91172965,1.2,0.0,-0.78
Lance Stephenson,2021-22,-10.9351915,-1.7,0.3,-1.11
Terrence Ross,2021-22,-11.0268463,-1.1,0.9,-2.38
Josh Christopher,2021-22,-11.02747604,-1.3,0.7,-1.59
Doug McDermott,2021-22,-11.73351195,-2.1,0.5,-1.59
Sam Merrill,2021-22,-11.91152809,-3.4,0.0,-0.89
Lindell Wigginton,2021-22,-11.93327148,-1.9,0.1,-0.63
Ben McLemore,2021-22,-12.35379008,-2.5,0.2,-2.33
Jalen Green,2021-22,-12.71535196,-2.4,0.2,-2.38
Kira Lewis Jr.,2021-22,-12.75532383,-1.2,0.2,-1.13
Anfernee Simons,2021-22,-14.75539329,-2.7,-0.1,-2.71
D.J. Augustin,2021-22,-15.73715285,-1.6,0.1,-1.71
James Bouknight,2021-22,-18.10422043,-3.7,0.1,-1.99
Draymond Green,2022-23,28.28624501,2.6,3.1,3.03
Brook Lopez,2022-23,26.41617189,1.3,3.9,2.27
Nic Claxton,2022-23,22.02216079,2.2,4.0,2.27
Alex Caruso,2022-23,20.11702898,3.3,2.6,2.75
Evan Mobley,2022-23,19.92048389,1.6,4.8,2.77
Jaren Jackson Jr.,2022-23,19.64494739,2.0,3.8,2.17
Ivica Zubac,2022-23,19.33718272,0.2,2.9,2.06
Anthony Davis,2022-23,19.16507661,1.7,3.4,2.19
Herbert Jones,2022-23,17.66351414,1.7,2.7,1.76
Mitchell Robinson,2022-23,16.93229849,1.4,2.6,1.8
OG Anunoby,2022-23,16.5593413,0.7,2.9,1.44
Jarrett Allen,2022-23,16.41345603,1.0,4.0,1.9
Rudy Gobert,2022-23,16.24716029,0.7,3.5,1.83
Kristaps Porzingis,2022-23,15.85380681,0.5,2.7,1.01
Joel Embiid,2022-23,15.04100154,2.3,3.9,1.78
Derrick White,2022-23,14.97023844,1.3,3.1,1.43
Walker Kessler,2022-23,14.53508448,1.5,2.5,2.1
Isaiah Hartenstein,2022-23,14.23810229,1.2,2.4,1.78
Bismack Biyombo,2022-23,14.21002718,2.5,1.6,2.19
Nikola Jokic,2022-23,14.19660628,4.5,3.8,1.77
Jakob Poeltl,2022-23,13.72262651,1.5,1.2,2.68
Bam Adebayo,2022-23,13.47953401,0.8,3.8,1.74
Kevon Looney,2022-23,12.93474131,1.3,2.8,1.15
Giannis Antetokounmpo,2022-23,12.86278356,2.7,3.7,0.88
Jaden McDaniels,2022-23,12.43744468,0.5,2.4,0.87
Myles Turner,2022-23,12.32137933,0.7,2.0,1.84
Al Horford,2022-23,12.0118658,1.7,2.7,1.0
Jimmy Butler III,2022-23,11.47578204,2.0,2.9,1.91
Deandre Ayton,2022-23,11.36569713,0.0,3.0,0.94
Steven Adams,2022-23,11.09169207,0.9,2.1,1.41
Dillon Brooks,2022-23,10.85185985,-0.5,2.4,0.35
Xavier Tillman,2022-23,10.69809089,,,1.51
Dwight Powell,2022-23,10.54087566,0.0,1.3,1.31
Torrey Craig,2022-23,10.26132543,0.7,2.5,0.55
Jrue Holiday,2022-23,10.24093924,0.1,2.8,0.41
Shai Gilgeous-Alexander,2022-23,10.16404489,1.5,3.0,0.57
Larry Nance Jr.,2022-23,10.11173553,2.0,2.1,1.95
Onyeka Okongwu,2022-23,9.94887852,0.8,2.4,0.78
Paul George,2022-23,9.53612475,0.3,2.3,0.91
Kawhi Leonard,2022-23,9.244825844,0.9,2.2,0.49
Udoka Azubuike,2022-23,9.153358018,0.5,0.4,1.22
Jusuf Nurkic,2022-23,9.082713958,0.7,1.5,1.22
Nikola Vucevic,2022-23,9.041128453,0.7,4.4,0.95
Daniel Gafford,2022-23,9.017874272,0.6,1.9,0.36
Kevin Durant,2022-23,8.95220592,0.9,0.3,0.27
Clint Capela,2022-23,8.952158642,-0.1,2.4,1.47
Charles Bassey,2022-23,8.854506853,1.3,0.6,1.49
Jaylin Williams,2022-23,8.655436663,0.6,1.2,1.45
Kyle Anderson,2022-23,8.560164765,2.3,2.6,1.25
Alperen Sengun,2022-23,8.545121534,0.4,1.8,0.43
Matisse Thybulle,2022-23,8.313524952,1.1,0.6,1.56
Domantas Sabonis,2022-23,8.293978101,1.8,3.0,1.51
P.J. Tucker,2022-23,8.207636708,0.2,1.7,0.69
Andre Drummond,2022-23,8.121245471,0.5,2.0,2.1
Robert Williams III,2022-23,8.011100975,,,1.48
Mikal Bridges,2022-23,7.762232774,-0.8,0.8,0.25
John Konchar,2022-23,7.748973303,2.4,2.5,0.64
Lamar Stevens,2022-23,7.391366109,0.2,1.6,0.49
Ben Simmons,2022-23,7.372687836,2.6,1.7,1.17
Dennis Smith Jr.,2022-23,7.365043044,1.2,1.5,0.48
Marcus Smart,2022-23,7.355968566,0.8,2.7,0.88
Jevon Carter,2022-23,7.288013964,1.2,2.3,0.68
Luguentz Dort,2022-23,7.27924506,-1.0,2.1,-0.09
Patrick Williams,2022-23,7.273524846,0.4,3.0,0.28
Kevin Love,2022-23,7.178340667,-0.1,0.6,1.11
Deni Avdija,2022-23,7.168308334,0.5,2.3,1.03
Dorian Finney-Smith,2022-23,7.108597828,-0.4,0.7,0.45
Wenyen Gabriel,2022-23,7.023263515,0.1,1.3,0.71
Patrick Beverley,2022-23,7.009689557,2.2,0.9,1.74
Christian Koloko,2022-23,6.995139846,0.8,1.0,1.83
Javonte Green,2022-23,6.960791949,2.5,0.8,1.3
P.J. Washington,2022-23,6.885580429,-0.3,2.2,0.1
Aaron Gordon,2022-23,6.842145962,-0.3,2.2,0.41
Josh Okogie,2022-23,6.649552407,0.5,1.7,0.53
Chance Comanche,2022-23,6.63375666,-4.9,0.0,-0.28
Scottie Barnes,2022-23,6.557306706,-0.1,2.7,1.53
Jock Landale,2022-23,6.552830484,-0.4,1.2,0.62
Grant Williams,2022-23,6.507115065,0.7,2.6,1.13
Jose Alvarado,2022-23,6.4880643,0.7,1.7,0.47
Caleb Martin,2022-23,6.327631803,0.5,2.5,1.43
Drew Eubanks,2022-23,6.321583085,0.9,1.6,0.54
Fred VanVleet,2022-23,6.317382241,0.5,2.8,0.85
Mikal Bridges,2022-23,6.264330013,-0.8,0.8,0.25
Damian Jones,2022-23,6.123378391,0.2,0.2,-0.04
Dyson Daniels,2022-23,6.063255131,1.6,1.4,0.85
Isaac Okoro,2022-23,6.025369035,1.6,2.3,0.99
Jayson Tatum,2022-23,6.01456596,0.7,4.3,0.65
Derrick Jones Jr.,2022-23,5.980916152,0.8,1.2,0.37
Mark Williams,2022-23,5.976990357,0.6,1.3,0.92
Mason Plumlee,2022-23,5.957734153,1.2,0.6,1.06
Franz Wagner,2022-23,5.944858894,-0.5,2.3,0.72
Josh Hart,2022-23,5.866993459,2.0,1.0,0.68
Jaylen Brown,2022-23,5.865904049,-0.2,3.4,-0.18
LeBron James,2022-23,5.848580035,0.6,2.4,0.2
Royce O'Neale,2022-23,5.839098067,0.6,2.5,-0.28
Bruce Brown,2022-23,5.790065844,0.6,2.6,-0.16
Bruno Fernando,2022-23,5.745680185,-2.4,0.0,2.01
Anthony Lamb,2022-23,5.629904617,0.4,1.2,0.38
Pascal Siakam,2022-23,5.597507628,-0.1,2.6,0.94
Isaiah Jackson,2022-23,5.591213805,0.9,1.2,0.88
Harrison Barnes,2022-23,5.541580387,-1.5,1.4,-0.01
Desmond Bane,2022-23,5.52359471,0.1,2.3,-0.03
Kelly Olynyk,2022-23,5.481264466,0.9,1.9,0.31
Caris LeVert,2022-23,5.478878111,0.8,3.1,0.25
Tobias Harris,2022-23,5.455665373,0.1,2.8,-0.09
Wendell Carter Jr.,2022-23,5.400560118,0.1,2.0,1.08
Paolo Banchero,2022-23,5.379798608,-0.7,2.6,-0.02
De'Anthony Melton,2022-23,5.32908399,1.6,3.1,0.52
John Collins,2022-23,5.305141684,0.2,2.1,0.81
Hamidou Diallo,2022-23,5.301563748,0.4,0.9,0.54
Gabe Vincent,2022-23,5.2826215,-0.3,1.7,0.11
Bol Bol,2022-23,5.276555436,0.9,2.2,1.2
Haywood Highsmith,2022-23,5.264605115,0.7,1.3,0.4
Ayo Dosunmu,2022-23,5.231795104,0.6,2.2,-0.07
Jonas Valanciunas,2022-23,5.225652044,-0.4,3.0,0.36
Gordon Hayward,2022-23,5.173771613,-0.3,1.1,-0.03
T.J. McConnell,2022-23,5.143197411,0.1,1.2,-0.33
DeMar DeRozan,2022-23,5.141863355,0.3,3.2,0.48
Jalen Suggs,2022-23,5.130847489,0.8,1.5,0.18
Kyle Kuzma,2022-23,5.07323241,-1.5,1.9,-0.38
Blake Griffin,2022-23,5.069754966,1.5,0.8,1.11
Delon Wright,2022-23,5.003598253,3.1,1.6,1.19
Zach Collins,2022-23,4.843667248,0.3,1.0,-0.1
Jae'Sean Tate,2022-23,4.842681726,-0.7,0.3,0.05
Anthony Edwards,2022-23,4.824833604,0.0,3.6,0.01
Kenrich Williams,2022-23,4.720015104,0.4,1.3,0.36
Nicolas Batum,2022-23,4.699058029,1.2,1.9,0.61
Quentin Grimes,2022-23,4.68826019,0.1,1.6,0.3
Santi Aldama,2022-23,4.60636638,0.8,2.4,1.14
Kyle Lowry,2022-23,4.571910091,0.8,1.9,0.86
Chris Paul,2022-23,4.549912526,1.2,2.5,0.56
Naz Reid,2022-23,4.49731556,0.8,1.9,-0.16
Chris Boucher,2022-23,4.454604727,-0.8,2.0,0.61
Jericho Sims,2022-23,4.437981414,0.5,0.9,0.96
Kentavious Caldwell-Pope,2022-23,4.419235365,0.6,2.5,1.23
Jalen Duren,2022-23,4.416783682,-0.4,1.6,0.06
Lauri Markkanen,2022-23,4.410312924,-1.0,1.9,-0.71
Victor Oladipo,2022-23,4.409542936,0.8,1.5,0.73
Goga Bitadze,2022-23,4.357017724,1.0,0.4,1.02
Pat Connaughton,2022-23,4.287901948,0.3,1.8,-0.36
Robert Covington,2022-23,4.270585639,2.1,1.2,1.01
Isaiah Stewart,2022-23,4.140496274,-1.1,0.9,0.7
Dewayne Dedmon,2022-23,4.029673399,2.8,0.1,0.86
Andrew Wiggins,2022-23,4.02182818,-0.4,1.3,0.71
Tari Eason,2022-23,4.006089999,-0.4,1.7,0.3
Dean Wade,2022-23,3.982031865,2.1,1.4,1.19
Brandon Clarke,2022-23,3.944095268,1.8,1.8,-0.03
Jalen McDaniels,2022-23,3.903437308,-0.1,0.5,-0.12
Darius Bazley,2022-23,3.90090897,3.3,0.1,1.06
Ja Morant,2022-23,3.888104995,0.5,2.6,-0.65
Jarred Vanderbilt,2022-23,3.797408339,1.9,0.9,0.41
Jonathan Kuminga,2022-23,3.692044302,-0.1,1.4,-0.09
Paul Reed,2022-23,3.684392351,1.5,1.6,1.41
Gary Harris,2022-23,3.681671786,0.7,1.1,0.53
Nerlens Noel,2022-23,3.663701412,1.0,0.1,0.8
Vernon Carey Jr.,2022-23,3.630590327,2.1,0.1,-0.12
Jalen Johnson,2022-23,3.615705498,1.5,1.3,0.69
Luke Kornet,2022-23,3.507792097,1.3,1.2,0.63
Jordan Goodwin,2022-23,3.445900431,1.4,1.3,1.09
James Harden,2022-23,3.441217963,0.3,2.6,-0.03
Rui Hachimura,2022-23,3.307424253,-0.5,0.7,-0.87
Russell Westbrook,2022-23,3.301372956,-0.8,0.7,-0.8
Alex Len,2022-23,3.187475363,0.9,0.2,0.83
Markelle Fultz,2022-23,2.999283593,0.7,2.0,0.63
Austin Reaves,2022-23,2.844254179,0.1,1.4,-0.83
Zion Williamson,2022-23,2.839490914,1.0,1.2,0.2
Cade Cunningham,2022-23,2.83907393,-0.6,0.2,-0.16
Keita Bates-Diop,2022-23,2.828543238,-0.9,0.6,0.07
Mo Bamba,2022-23,2.812105027,-0.2,0.2,0.35
Dejounte Murray,2022-23,2.764107872,0.0,2.3,0.19
Usman Garuba,2022-23,2.675765783,0.6,0.9,0.66
Ish Wainright,2022-23,2.541020709,1.5,1.2,0.12
George Hill,2022-23,2.500813223,0.0,0.1,-0.29
Dennis Schroder,2022-23,2.469169812,-0.5,1.5,-0.33
Zach LaVine,2022-23,2.468837488,-0.7,2.9,-0.92
Davion Mitchell,2022-23,2.440314403,-0.4,0.8,0.17
Jaxson Hayes,2022-23,2.407623015,1.0,0.9,1.01
Donovan Mitchell,2022-23,2.345811616,0.6,3.5,0.06
Immanuel Quickley,2022-23,2.343008929,0.4,2.3,-0.93
Marcus Morris Sr.,2022-23,2.31469226,,,0.76
Nickeil Alexander-Walker,2022-23,2.297610314,-0.5,0.3,-0.2
Kai Jones,2022-23,2.292593668,0.8,0.7,0.7
Joe Wieskamp,2022-23,2.187271882,-3.6,0.0,-0.41
Luka Doncic,2022-23,2.17583717,1.4,2.9,-0.53
Darius Garland,2022-23,2.144290797,-0.7,3.0,0.17
Stanley Umude,2022-23,2.134119117,32.7,0.0,0.0
Donte DiVincenzo,2022-23,2.131586011,1.3,2.3,0.79
Malcolm Hill,2022-23,2.108156724,0.8,0.0,-0.35
Aleksej Pokusevski,2022-23,2.061761159,1.0,1.0,0.81
Andrew Nembhard,2022-23,2.047387038,-0.8,0.8,-1.12
Moses Brown,2022-23,2.046056322,2.8,0.0,0.51
De'Andre Hunter,2022-23,1.993655874,-1.4,1.2,-0.55
Tyler Herro,2022-23,1.991211261,-0.8,2.4,0.49
Kyrie Irving,2022-23,1.98468815,-0.4,0.6,-1.11
Bradley Beal,2022-23,1.933236287,-1.2,1.2,-0.73
Mike Muscala,2022-23,1.898281578,0.1,0.4,0.0
Tim Hardaway Jr.,2022-23,1.888978906,-1.5,1.3,-0.59
Kessler Edwards,2022-23,1.798921074,-0.1,0.2,0.18
Bobby Portis,2022-23,1.688286078,-0.6,2.8,-0.13
Isaiah Livers,2022-23,1.545518859,-0.3,0.5,-0.41
Cedi Osman,2022-23,1.542281792,0.2,1.9,-0.28
Maxi Kleber,2022-23,1.52908949,0.0,0.6,0.23
Aaron Nesmith,2022-23,1.492625864,-0.7,1.1,0.24
Mike Conley,2022-23,1.423826976,0.6,0.7,0.1
Kris Dunn,2022-23,1.358596111,1.7,0.6,0.06
Grayson Allen,2022-23,1.304490331,0.7,2.2,0.66
Miles McBride,2022-23,1.292412819,1.4,0.7,0.45
Tre Jones,2022-23,1.212871534,-0.8,0.8,-0.06
Jarrell Brantley,2022-23,1.203226265,0.4,0.0,-0.23
Cameron Johnson,2022-23,1.14987835,0.6,0.9,0.05
Christian Wood,2022-23,1.14357215,-0.3,2.1,-0.28
Jalen Williams,2022-23,1.057196835,0.7,2.6,0.78
RJ Barrett,2022-23,1.041024051,-1.9,1.8,-1.34
Taj Gibson,2022-23,0.89267411,0.5,0.5,0.91
Isaiah Joe,2022-23,0.876090352,-0.4,1.3,-0.38
Justise Winslow,2022-23,0.791620877,0.6,0.5,0.17
Jerami Grant,2022-23,0.767454279,-1.4,1.0,-1.19
Killian Hayes,2022-23,0.724654333,-0.5,1.4,-0.82
Sam Hauser,2022-23,0.71279634,0.4,1.6,-0.07
KZ Okpala,2022-23,0.702202104,1.1,0.2,1.0
Spencer Dinwiddie,2022-23,0.653815046,-0.5,0.8,0.39
De'Aaron Fox,2022-23,0.630640901,-0.9,1.8,-0.46
Keegan Murray,2022-23,0.626472907,-1.0,1.7,0.16
Buddy Hield,2022-23,0.596396792,-0.6,1.6,-1.22
DeAndre Jordan,2022-23,0.479002079,0.7,0.9,0.51
Karl-Anthony Towns,2022-23,0.469047192,0.9,1.1,-0.33
D'Angelo Russell,2022-23,0.454158616,-0.7,0.4,-0.39
Aaron Holiday,2022-23,0.442903017,0.9,0.6,0.03
Wesley Matthews,2022-23,0.305063609,0.8,0.9,-0.46
Saben Lee,2022-23,0.29606039,0.9,0.4,0.33
Christian Braun,2022-23,0.21424585,0.1,1.2,-0.03
Eugene Omoruyi,2022-23,0.19345761,-1.2,0.2,-0.18
Greg Brown III,2022-23,0.170269165,0.0,0.1,0.42
Alize Johnson,2022-23,0.165266699,-1.7,0.0,0.0
Brandon Ingram,2022-23,0.070579311,-0.4,1.7,-0.64
Jonathan Isaac,2022-23,0.046659459,3.0,0.3,0.58
Reggie Jackson,2022-23,-0.006939758,-1.3,0.2,-0.17
Stephen Curry,2022-23,-0.026044377,0.1,2.0,-0.17
Klay Thompson,2022-23,-0.033628741,-1.7,1.9,-0.61
Jabari Smith Jr.,2022-23,-0.038561567,-1.3,1.4,-0.9
Rudy Gay,2022-23,-0.052541881,-0.4,0.7,0.01
Xavier Sneed,2022-23,-0.18817167,-0.4,0.0,-0.21
Malcolm Brogdon,2022-23,-0.22763467,0.6,2.2,-0.27
Terance Mann,2022-23,-0.237455897,0.1,1.5,-0.24
Juan Toscano-Anderson,2022-23,-0.243845192,0.4,0.2,0.12
Landry Shamet,2022-23,-0.36687288,-0.3,0.7,0.04
Nick Richards,2022-23,-0.40755615,-0.2,1.5,-0.07
Frank Ntilikina,2022-23,-0.438465025,-0.7,0.4,-0.06
Julius Randle,2022-23,-0.474912946,-0.2,3.1,-0.57
Orlando Robinson,2022-23,-0.478523551,0.7,0.6,1.53
Chimezie Metu,2022-23,-0.510793471,0.2,0.8,0.88
Jeremy Sochan,2022-23,-0.54802141,-1.2,0.7,-0.1
Talen Horton-Tucker,2022-23,-0.640268928,-0.5,1.1,-0.69
Naji Marshall,2022-23,-0.646822753,0.0,2.0,-0.44
Trey Lyles,2022-23,-0.703010092,-0.9,1.2,0.15
Montrezl Harrell,2022-23,-0.780570546,-0.4,0.8,-0.5
Facundo Campazzo,2022-23,-0.920235329,3.6,0.1,-0.03
Dominick Barlow,2022-23,-0.937185123,-0.9,0.2,0.36
Trendon Watford,2022-23,-0.947775228,-0.4,0.7,-0.05
Max Christie,2022-23,-0.969990492,0.0,0.5,-0.18
Taurean Prince,2022-23,-0.996559745,-0.6,1.0,-0.96
Stanley Johnson,2022-23,-1.013594909,-0.2,0.3,-0.17
Gorgui Dieng,2022-23,-1.016174099,0.1,0.2,0.04
Chris Silva,2022-23,-1.033374955,-0.1,0.0,-0.32
Dalano Banton,2022-23,-1.044050613,0.6,0.4,-0.26
Garrison Mathews,2022-23,-1.094879449,-2.4,0.0,-0.31
Josh Giddey,2022-23,-1.142424492,-0.3,2.7,-0.36
Richaun Holmes,2022-23,-1.150956626,-0.9,0.3,0.29
Kevon Harris,2022-23,-1.177743783,-0.1,0.4,0.19
Trent Forrest,2022-23,-1.181295846,0.2,0.2,-0.3
Marvin Bagley III,2022-23,-1.184325698,-1.2,0.7,-0.59
Cole Anthony,2022-23,-1.187143716,0.5,1.7,-0.66
Luka Samanic,2022-23,-1.283404788,1.1,0.2,-0.02
Dalen Terry,2022-23,-1.318417613,1.7,0.3,-0.02
Marko Simonovic,2022-23,-1.385207454,-3.8,0.0,-0.23
David Roddy,2022-23,-1.441781527,-0.7,1.4,-1.36
Ochai Agbaji,2022-23,-1.47434895,-1.4,0.4,-1.42
Gary Trent Jr.,2022-23,-1.517869697,0.0,2.0,-0.67
Troy Brown Jr.,2022-23,-1.527465221,0.8,2.0,-0.5
Ron Harper Jr.,2022-23,-1.53012833,-1.2,0.0,-0.42
Noah Vonleh,2022-23,-1.580898167,0.7,0.3,0.37
Dario Saric,2022-23,-1.632896362,-0.2,0.3,0.55
Jalen Smith,2022-23,-1.640454755,-1.1,1.1,-0.83
Max Strus,2022-23,-1.708498527,-0.9,1.9,-0.53
Sterling Brown,2022-23,-1.773509397,4.3,0.1,-0.06
Vince Williams Jr.,2022-23,-1.789445027,-0.2,0.2,-0.48
Day'Ron Sharpe,2022-23,-1.847018977,-0.6,0.8,0.06
Terry Taylor,2022-23,-1.849852666,-0.9,0.0,-0.57
Joe Harris,2022-23,-1.918907241,-0.6,1.1,-1.06
Kevin Huerter,2022-23,-1.942810216,-0.3,1.7,0.03
Ryan Arcidiacono,2022-23,-1.965424438,-2.4,0.0,0.23
Zeke Nnaji,2022-23,-2.034937364,-0.9,0.7,-0.69
Jordan Poole,2022-23,-2.071531832,-1.8,1.9,-1.27
Precious Achiuwa,2022-23,-2.149598201,-0.8,1.4,-0.45
Shaquille Harrison,2022-23,-2.152055747,2.6,0.2,0.31
Dru Smith,2022-23,-2.21300491,2.7,0.1,-0.01
Josh Green,2022-23,-2.215465189,-0.6,0.9,-0.03
Frank Kaminsky,2022-23,-2.217364465,1.2,0.0,0.25
Carlik Jones,2022-23,-2.228178432,0.4,0.1,-0.18
Robin Lopez,2022-23,-2.33094294,0.3,0.3,-0.99
Jalen Brunson,2022-23,-2.347226373,-0.5,1.8,-1.06
Willy Hernangomez,2022-23,-2.387810292,0.5,0.8,0.81
Matthew Dellavedova,2022-23,-2.45357206,-0.8,0.1,0.13
Trevelin Queen,2022-23,-2.576854674,-1.5,0.1,-0.01
Khris Middleton,2022-23,-2.578583674,-0.3,1.0,-0.67
Josh Richardson,2022-23,-2.615644715,1.5,0.7,-0.35
Nathan Knight,2022-23,-2.633179743,-0.8,0.3,-0.55
Markieff Morris,2022-23,-2.655536198,-1.4,0.1,-0.38
Moussa Diabate,2022-23,-2.673462464,-0.8,0.2,-0.15
Chuma Okeke,2022-23,-2.688893802,0.8,0.6,-0.34
JT Thor,2022-23,-2.694042896,-0.4,0.8,-0.38
Jamal Murray,2022-23,-2.737789054,-1.3,1.9,-0.87
Trey Murphy III,2022-23,-2.758932565,0.4,2.8,-0.47
Damion Lee,2022-23,-2.784338208,-0.4,1.4,0.14
Cam Reddish,2022-23,-2.820819947,-1.4,0.3,-0.7
Rodney McGruder,2022-23,-2.828174238,-0.7,0.2,-0.2
Micah Potter,2022-23,-2.85710474,1.2,0.0,-0.13
Ricky Rubio,2022-23,-2.874265074,1.1,0.9,0.2
Kevin Knox II,2022-23,-2.882542435,,,-0.7
Joe Ingles,2022-23,-2.902825602,0.8,1.2,-0.29
Devin Booker,2022-23,-2.925968958,-0.3,1.9,-0.92
Coby White,2022-23,-2.986696739,0.2,1.9,-1.05
Moses Moody,2022-23,-2.991032223,-0.9,0.6,-0.63
CJ McCollum,2022-23,-2.995992822,-0.7,2.8,-1.42
Yuta Watanabe,2022-23,-3.006940599,-0.2,0.9,-0.42
Daishen Nix,2022-23,-3.008040642,-1.5,0.3,0.25
Aaron Wiggins,2022-23,-3.038888191,-0.5,1.2,0.21
John Butler Jr.,2022-23,-3.067287403,,,0.1
Jeremiah Robinson-Earl,2022-23,-3.068480168,-0.7,0.8,0.08
Josh Minott,2022-23,-3.092631956,0.4,0.2,-0.25
Boban Marjanovic,2022-23,-3.130407055,-1.5,0.1,0.66
Leandro Bolmaro,2022-23,-3.131004766,-2.3,0.0,-0.25
Andre Iguodala,2022-23,-3.141177899,1.7,0.1,0.38
Jared Rhoden,2022-23,-3.161790826,-1.1,0.1,-0.25
Lindy Waters III,2022-23,-3.180783731,-0.4,0.5,-0.31
Danuel House Jr.,2022-23,-3.221611592,-0.5,0.7,-0.55
Tyrese Maxey,2022-23,-3.273310473,-1.2,1.6,-1.11
Georges Niang,2022-23,-3.288965449,-1.0,1.4,-1.35
Jae Crowder,2022-23,-3.2942241,1.1,0.5,0.1
Romeo Langford,2022-23,-3.323395975,-1.5,0.2,-0.64
Khem Birch,2022-23,-3.344927717,1.1,0.2,0.18
Reggie Bullock Jr.,2022-23,-3.371448663,,,-0.87
Kelly Oubre Jr.,2022-23,-3.413362697,-0.7,1.5,-0.28
Tyrese Haliburton,2022-23,-3.419812208,0.2,1.2,-0.47
Oshae Brissett,2022-23,-3.435077681,-1.2,0.7,-0.21
Admiral Schofield,2022-23,-3.447553883,-0.7,0.3,-0.41
Louis King,2022-23,-3.476413521,-1.0,0.0,-0.69
JD Davison,2022-23,-3.481875184,0.4,0.1,-0.48
TyTy Washington Jr.,2022-23,-3.481896551,-1.3,0.1,0.17
Anthony Gill,2022-23,-3.520780117,-0.9,0.4,-0.4
Luke Kennard,2022-23,-3.521304676,-0.2,0.6,-1.1
JaVale McGee,2022-23,-3.551532204,-0.1,0.5,0.85
Sam Merrill,2022-23,-3.568561146,2.5,0.1,-0.34
Isaiah Roby,2022-23,-3.580374898,-0.6,0.3,0.41
T.J. Warren,2022-23,-3.591519623,0.6,0.3,-0.47
Alec Burks,2022-23,-3.709680007,-0.5,0.6,-0.75
Quenton Jackson,2022-23,-3.720619604,-1.5,0.1,-0.27
Thomas Bryant,2022-23,-3.721555454,-2.2,0.2,0.21
Ziaire Williams,2022-23,-3.751368836,-0.8,0.6,-1.29
Darius Days,2022-23,-3.760443587,-1.2,0.0,0.51
Kevin Porter Jr.,2022-23,-3.774995824,-0.8,1.0,-1.31
Danny Green,2022-23,-3.802135411,0.7,0.2,-0.41
Olivier Sarr,2022-23,-3.806302337,-0.7,0.1,-0.17
Devonte' Graham,2022-23,-3.885264687,-1.4,0.1,-0.34
Ousmane Dieng,2022-23,-3.901053052,-0.5,0.6,-0.17
Scotty Pippen Jr.,2022-23,-3.910992715,-0.8,0.0,-0.1
Justin Minaya,2022-23,-3.924092555,-1.9,0.1,-0.16
PJ Dozier,2022-23,-3.951577212,0.7,0.1,0.0
Eric Gordon,2022-23,-3.966788896,-0.5,0.4,-0.76
Jordan Hall,2022-23,-3.981663001,-2.9,0.0,0.29
Raul Neto,2022-23,-4.037389699,1.5,0.6,-0.42
Jamal Cain,2022-23,-4.127840581,1.3,0.3,0.34
Mfiondu Kabengele,2022-23,-4.20175744,-2.4,0.1,-0.53
Serge Ibaka,2022-23,-4.217418007,0.0,0.2,0.32
Jeff Green,2022-23,-4.274833694,-1.0,0.8,-1.16
Terence Davis,2022-23,-4.300705799,-0.3,0.9,0.18
Neemias Queta,2022-23,-4.301324047,-0.8,0.0,-0.06
Daniel Theis,2022-23,-4.414319368,-0.5,0.1,0.05
Jabari Walker,2022-23,-4.443743588,-2.1,0.3,-0.52
Justin Jackson,2022-23,-4.491784751,1.6,0.2,-0.37
Cameron Payne,2022-23,-4.493504091,-0.7,1.0,-0.76
Caleb Houstan,2022-23,-4.529309781,-0.9,0.5,-0.66
Nikola Jovic,2022-23,-4.533430416,0.0,0.2,0.39
Bogdan Bogdanovic,2022-23,-4.604696889,-0.7,1.0,-1.67
Jarrett Culver,2022-23,-4.606323916,0.6,0.2,0.02
Jay Scrubb,2022-23,-4.630797083,1.0,0.0,0.1
Devon Dotson,2022-23,-4.642506644,1.8,0.1,-0.11
Jordan McLaughlin,2022-23,-4.661352322,0.6,0.6,0.02
Jake LaRavia,2022-23,-4.66194496,0.4,0.5,-1.14
Obi Toppin,2022-23,-4.665744274,-0.8,1.0,-0.82
Kendall Brown,2022-23,-4.700049701,4.0,0.1,-0.3
Jack White,2022-23,-4.705283228,0.7,0.1,-0.39
