Player,Team,Pos,G,MP,DIS,Z_Hustle,Z_Defense,Z_Difficulty,Z_D_LEBRON
Sidy Cissoko,POR,SF,7,114,-9.017012148,-1.191564495,-1.628023534,-1.193926471,0.139543293
Cam Spencer,MEM,SG,16,252,-9.062622369,-1.025848714,-0.912821654,-0.737946957,-0.865367219
Svi Mykhailiuk,UTA,SF,36,760,-9.063419938,-0.657787137,-1.094051026,0.151564512,-1.52742591
Devin Booker,PHX,SG,75,2795,-9.183954523,0.865004185,-1.323791178,0.34049993,-2.99341301
Jordan Clarkson,UTA,SG,37,962,-9.293884656,-0.609830978,-0.712912712,-0.26032241,-1.763875442
LaMelo Ball,CHA,PG,47,1505,-9.381198852,0.272955397,-1.251586632,-0.689770742,-2.012147451
Jordan Miller,LAC,SF,25,420,-9.40219803,-0.944868049,-1.483865737,-0.576516126,-0.664385117
Tolu Smith,DET,PF,1,22,-9.43845798,-1.262081195,-0.197420339,-3.245296555,-0.096906239
Phillip Wheeler,PHI,PF,3,44,-9.518639959,-1.25298277,-0.178335781,-3.18324098,-0.179663576
KJ Simpson,CHA,PG,36,842,-9.547165545,-0.432976492,-1.925727945,-0.629477893,-0.829899789
Luka Garza,MIN,C,33,219,-9.697724256,-0.602173074,-1.021975743,-0.691818257,-1.432846097
James Wiseman,IND,C,1,5,-9.75938193,-1.276673484,-0.867394378,-1.485864514,-0.510692921
Yuki Kawamura,MEM,PG,10,93,-9.770842294,-1.20656315,-1.682891642,-0.463722944,-0.416113108
Luke Travers,CLE,SG,8,88,-9.965328559,-1.192127024,-0.776545885,-2.085539062,-0.439758061
Pete Nance,MIL,PF,10,138,-10.06327568,-1.091207162,-1.17260517,-2.567441324,-0.002326427
Keyonte George,UTA,PG,67,2108,-10.16698507,0.423792188,-1.830896559,0.727042216,-2.650561188
Brandon Ingram,TOR,SF,18,595,-10.23888933,-0.946481238,-1.244043945,0.455389134,-1.657473152
Alex Ducas,OKC,SG,15,125,-10.2885877,-1.155977897,-0.882041181,-0.424146424,-1.326443807
Bobi Klintman,DET,SF,5,42,-10.30655952,-1.252244364,-0.922128201,-2.777727858,-0.02597138
Tyson Etienne,BKN,PG,7,151,-10.65462438,-1.150300129,-1.038064641,-2.429308335,-0.321533295
Antonio Reeves,NOP,SG,28,660,-11.10483407,-0.87326769,-1.346920834,-0.025938112,-1.692940582
Nick Smith Jr.,CHA,SG,49,1369,-11.92239632,-0.516863022,-1.805615144,0.331919882,-2.11854974
Cam Thomas,BKN,SG,24,781,-12.04044916,-0.809676039,-0.619091178,-0.287477606,-2.544158898
Ulrich Chomche,TOR,PF,6,32,-12.22499609,-1.237814809,-2.184613633,-2.005047246,-0.014148903
Jared McCain,PHI,SG,20,592,-12.22685558,-0.862855189,-1.242083127,0.094515929,-2.22495203
Jordan Poole,WAS,SG,66,2001,-12.35900855,0.336822723,-2.303366775,-0.151236731,-2.461401562
Lonnie Walker IV,PHI,SG,18,477,-12.77031169,-0.937395956,-1.359142468,-1.413239759,-1.480136003
Braxton Key,GSW,SF,1,11,-13.71977979,-1.26757506,-1.699850559,-3.51353814,-0.132373669
