Player,Team,Pos,G,MP,DIS
Blake Griffin,BKN,C,55,958,8.856704963
Andre Iguodala,GSW,SF,31,603,8.807467945
Fred VanVleet,TOR,PG,65,2462,8.776463998
Derrick Favors,OKC,C,39,653,8.708531042
Kristaps Porzingis,WAS,PF,51,1481,8.597897139
Andre Drummond,BKN,C,73,1437,8.590221124
Grant Williams,BOS,PF,77,1875,8.582542445
Pascal Siakam,TOR,PF,68,2578,8.55953088
Mike Muscala,OKC,C,43,592,8.556199481
Isaac Okoro,CLE,SF,67,1981,8.286004168
Stephen Curry,GSW,PG,64,2211,7.96263906
Montrezl Harrell,CHA,C,71,1640,7.862531959
Taj Gibson,NYK,C,52,946,7.851052466
Chris Boucher,TOR,SF,80,1690,7.811057785
Royce O'Neale,UTA,SF,77,2406,7.734653293
Alec Burks,NYK,SG,81,2318,7.702438579
Alex Len,SAC,C,39,620,7.408550557
Lonzo Ball,CHI,PG,35,1212,7.256878394
Miles Bridges,CHA,PF,80,2837,7.113734957
Kenrich Williams,OKC,SF,49,1072,7.080909254
Devin Booker,PHX,SG,68,2345,7.050774483
Cody Martin,CHA,SF,71,1866,6.953686693
Chuma Okeke,ORL,PF,70,1749,6.888816009
Jarron Cumberland,POR,SG,2,12,6.684090311
Desmond Bane,MEM,SG,76,2266,6.655017139
John Collins,ATL,PF,54,1663,6.637927207
Javonte Green,CHI,SF,65,1519,6.598545358
Naz Reid,MIN,C,77,1215,6.51078736
Chris Paul,PHX,PG,65,2139,6.509236806
P.J. Washington,CHA,C,65,1768,6.447300988
Jaxson Hayes,NOP,C,69,1398,6.331301085
Nic Claxton,BKN,C,47,974,6.315941464
Jalen Suggs,ORL,PG,48,1307,6.200667053
Omer Yurtseven,MIA,C,53,706,6.136593567
Gabe Vincent,MIA,PG,65,1589,6.135982985
Luguentz Dort,OKC,SG,51,1665,5.909926052
Kevin Love,CLE,C,74,1665,5.887748143
Kevin Durant,BKN,PF,55,2047,5.874969512
Julius Randle,NYK,PF,72,2544,5.832621841
Chimezie Metu,SAC,C,59,1279,5.81987318
Juan Toscano-Anderson,GSW,SF,65,994,5.787536399
Dean Wade,CLE,PF,48,980,5.746157695
Ricky Rubio,IND,PG,34,970,5.610601957
Serge Ibaka,MIL,C,53,878,5.590028838
Jose Alvarado,NOP,PG,50,834,5.587984329
Aaron Gordon,DEN,PF,75,2376,5.543738908
Cameron Johnson,PHX,PF,66,1730,5.543678892
Otto Porter Jr.,GSW,PF,63,1401,5.50016152
Brandon Clarke,MEM,PF,64,1246,5.473603431
Jeremiah Robinson-Earl,OKC,C,49,1087,5.405463048
Daniel Theis,BOS,C,47,977,5.241847366
Hamidou Diallo,DET,SG,58,1269,5.168704185
Justise Winslow,POR,PF,41,775,5.088739817
DeMarcus Cousins,DEN,C,48,717,5.082552703
Eric Bledsoe,POR,PG,53,1361,4.986937447
Josh Okogie,MIN,SG,43,516,4.946568352
Xavier Tillman,MEM,PF,52,701,4.854329082
Danny Green,PHI,SF,62,1353,4.835399514
Daniel Gafford,WAS,C,72,1444,4.781337902
Aleksej Pokusevski,OKC,PF,61,1233,4.752038159
Killian Hayes,DET,PG,66,1647,4.729264166
DeAndre' Bembry,MIL,SF,51,1026,4.728032824
Reggie Jackson,LAC,SG,75,2337,4.708716912
De'Andre Hunter,ATL,SF,53,1577,4.670622014
Thaddeus Young,TOR,PF,52,845,4.652060592
Christian Wood,HOU,C,68,2094,4.620553497
Josh Hart,POR,SG,54,1791,4.613363792
Kentavious Caldwell-Pope,WAS,SG,77,2329,4.557683873
Davion Mitchell,SAC,PG,75,2076,4.413914864
Jaylen Brown,BOS,SF,66,2220,4.296154037
Tobias Harris,PHI,PF,73,2543,4.223500497
Jericho Sims,NYK,PF,39,555,4.213038202
Richaun Holmes,SAC,C,45,1074,3.985064135
Grayson Allen,MIL,SG,66,1805,3.767366159
Frank Ntilikina,DAL,SG,47,685,3.758436126
Max Strus,MIA,SF,67,1587,3.633487865
Nemanja Bjelica,GSW,C,71,1143,3.612532138
Delon Wright,ATL,SG,75,1452,3.594860438
Anthony Edwards,MIN,SG,72,2466,3.564342455
Devin Vassell,SAS,SF,71,1937,3.498306844
Cade Cunningham,DET,SG,63,2088,3.460488075
Khris Middleton,MIL,SF,66,2141,3.453884817
Darius Bazley,OKC,PF,69,1924,3.433573966
Keldon Johnson,SAS,SF,75,2392,3.405087257
Josh Green,DAL,SG,61,1039,3.330149553
Facundo Campazzo,DEN,PG,55,1184,3.281581927
Enes Freedom,BOS,C,33,411,3.278645442
Brook Lopez,MIL,C,13,298,3.251319325
Kyle Kuzma,WAS,PF,66,2204,3.250736736
Ayo Dosunmu,CHI,SG,75,2110,3.108671699
LaMarcus Aldridge,BKN,C,47,1050,3.092112689
Dillon Brooks,MEM,SF,32,885,3.05474311
De'Anthony Melton,MEM,SG,73,1657,3.019764439
Jeff Green,DEN,PF,75,1849,2.783792031
Bismack Biyombo,PHX,C,35,506,2.766881053
Immanuel Quickley,NYK,PG,77,1802,2.697389944
Jerami Grant,DET,PF,47,1500,2.687323498
Gary Trent Jr.,TOR,SG,70,2448,2.686431657
Jalen Brunson,DAL,SG,79,2524,2.674629338
Lamar Stevens,CLE,PF,59,1015,2.591041563
Sekou Doumbouya,LAL,PF,2,16,2.589201889
Derrick Jones Jr.,CHI,PF,49,899,2.587061066
Obi Toppin,NYK,PF,71,1230,2.583493194
Khem Birch,TOR,C,55,991,2.548345731
John Konchar,MEM,SG,72,1292,2.507561443
Shai Gilgeous-Alexander,OKC,PG,56,1942,2.498976945
Zach Collins,SAS,C,28,502,2.483467598
Alperen Sengun,HOU,C,72,1489,2.465185839
Kent Bazemore,LAL,SF,35,545,2.434495918
Austin Reaves,LAL,SG,61,1418,2.426216539
Drew Eubanks,POR,C,70,1245,2.383055148
Lauri Markkanen,CLE,SF,61,1878,2.330592542
George Hill,MIL,PG,54,1253,2.258181134
Maurice Harkless,SAC,SF,43,863,2.253952467
Isaiah Roby,OKC,PF,44,948,2.24238592
Tristan Thompson,CHI,C,57,896,2.233843247
Duncan Robinson,MIA,SG,79,2043,2.227513033
Nassir Little,POR,SF,42,1088,2.22558003
RJ Barrett,NYK,SF,70,2417,2.184594371
Terance Mann,LAC,SF,81,2317,2.13133931
Anthony Gill,WAS,PF,36,463,2.08926061
Brandon Ingram,NOP,SF,55,1869,2.028603407
Josh Giddey,OKC,SF,54,1700,1.904087998
Luka Doncic,DAL,PG,65,2301,1.892147554
Kevin Huerter,ATL,SF,74,2188,1.843236992
Naji Marshall,NOP,SF,46,735,1.839110829
Thomas Bryant,WAS,C,27,439,1.810569815
Dennis Smith Jr.,POR,PG,35,638,1.806154251
Braxton Key,DET,SF,11,197,1.678349543
Landry Shamet,PHX,SG,68,1437,1.63952697
Garrett Temple,NOP,SG,58,1098,1.637879456
Reggie Bullock Jr.,DAL,SF,68,1902,1.628587822
Dwight Howard,LAL,C,59,971,1.591786683
James Harden,PHI,PG,65,2420,1.506529204
Pat Connaughton,MIL,SF,65,1691,1.501824492
Romeo Langford,SAS,SG,44,771,1.483512131
Greg Monroe,MIN,C,14,195,1.466845299
Jordan Goodwin,WAS,SG,1,6,1.397423249
Marvin Bagley III,DET,PF,48,1146,1.359003472
Ja Morant,MEM,PG,57,1889,1.356451498
Bradley Beal,WAS,SG,40,1439,1.30667252
Paul Reed,PHI,C,33,302,1.194444127
Isaiah Jackson,IND,C,36,541,1.184997209
Jonathan Kuminga,GSW,SF,63,1185,1.082840755
Mason Jones,LAL,SG,4,51,1.072085953
Rudy Gay,UTA,PF,55,1038,1.069427234
Talen Horton-Tucker,LAL,SG,60,1511,0.980089214
Eugene Omoruyi,DAL,SF,3,18,0.917160861
Wesley Matthews,MIL,SG,48,1002,0.887484064
Kelly Olynyk,DET,C,40,764,0.861260086
Freddie Gillespie,ORL,PF,9,119,0.846523872
Keita Bates-Diop,SAS,SF,55,956,0.758456888
Tyrese Maxey,PHI,PG,75,2650,0.715967139
Dennis Schroder,HOU,PG,64,1837,0.683707456
Cameron Payne,PHX,PG,56,1278,0.657818458
DeAndre Jordan,PHI,C,48,622,0.642271831
James Johnson,BKN,PF,62,1191,0.627283339
Tre Jones,SAS,PG,65,1148,0.621290087
Mamadi Diakite,OKC,PF,13,188,0.609407599
LaMelo Ball,CHA,PG,75,2422,0.585506719
Nick Richards,CHA,C,43,367,0.539665952
Josh Richardson,SAS,SG,65,1600,0.486073334
Ed Davis,CLE,C,23,201,0.444761191
Tim Hardaway Jr.,DAL,SG,41,1245,0.440522507
Feron Hunt,NYK,SF,2,8,0.431361327
Bogdan Bogdanovic,ATL,SG,63,1848,0.338720577
Cory Joseph,DET,PG,65,1600,0.326133279
Gary Harris,ORL,SG,61,1730,0.31356197
Shake Milton,PHI,SG,51,1179,0.310045563
Seth Curry,BKN,SG,64,2134,0.292910901
Gordon Hayward,CHA,SF,49,1564,0.277438171
Shaq Buchanan,MEM,SG,1,10,0.242094946
Justin Holiday,SAC,SF,74,2057,0.228766671
D'Angelo Russell,MIN,PG,65,2077,0.183944795
KZ Okpala,MIA,PF,17,244,0.098395991
Harrison Barnes,SAC,PF,77,2587,0.018103315
Damian Jones,SAC,C,55,1017,-0.052692614
Klay Thompson,GSW,SG,32,941,-0.076496376
Derrick Walton Jr.,DET,PG,3,108,-0.087820248
Jordan McLaughlin,MIN,PG,56,902,-0.120942524
Day'Ron Sharpe,BKN,PF,28,391,-0.188693578
Marquese Chriss,DAL,PF,33,346,-0.274450191
Larry Nance Jr.,NOP,PF,46,1040,-0.277659246
Will Barton,DEN,SG,71,2276,-0.293580749
Cat Barber,ATL,PG,1,13,-0.32322504
Torrey Craig,PHX,SF,77,1596,-0.335141017
Frank Kaminsky,PHX,C,9,181,-0.373208907
Derrick Rose,NYK,PG,26,636,-0.392404281
David Nwaba,HOU,SF,41,609,-0.401588131
Dylan Windler,CLE,SF,40,459,-0.425404204
Josh Jackson,SAC,SF,47,830,-0.478721686
PJ Dozier,DEN,SG,18,340,-0.50783958
Chris Duarte,IND,SG,54,1541,-0.511350175
Killian Tillie,MEM,C,32,461,-0.550494595
Tacko Fall,CLE,C,10,59,-0.558852428
Spencer Dinwiddie,DAL,PG,67,1980,-0.576493662
Joe Ingles,POR,SF,45,1122,-0.586723979
Sam Hauser,BOS,SF,16,158,-0.638690279
Udoka Azubuike,UTA,C,14,195,-0.654135485
Dalano Banton,TOR,PG,58,696,-0.747571391
Timothe Luwawu-Cabarrot,ATL,SF,41,685,-0.750706074
Joel Ayayi,WAS,SG,3,20,-0.831735338
Jay Huff,LAL,C,4,20,-0.844769268
Charles Bassey,PHI,C,18,168,-0.864385084
Gorgui Dieng,ATL,C,39,371,-0.918557351
Danuel House Jr.,UTA,SF,41,727,-0.950603856
JaMychal Green,DEN,PF,66,1085,-0.960693525
Jordan Poole,GSW,SG,76,2283,-1.036991601
Terry Rozier,CHA,SG,73,2458,-1.062848381
Damyean Dotson,NYK,SG,2,21,-1.097274715
Admiral Schofield,ORL,SF,35,469,-1.111482512
Tomas Satoransky,WAS,SG,53,906,-1.158334484
Moses Brown,CLE,C,36,344,-1.182165758
T.J. McConnell,IND,PG,27,652,-1.210400548
Patrick Williams,CHI,PF,17,422,-1.227045648
Goga Bitadze,IND,C,44,729,-1.245824698
Trent Forrest,UTA,PG,52,765,-1.257407945
Terence Davis,SAC,SG,27,536,-1.301972025
Nathan Knight,MIN,PF,31,267,-1.334395213
Sterling Brown,DAL,SG,43,628,-1.352591125
Aaron Wiggins,OKC,SG,49,1209,-1.398638923
Jordan Clarkson,UTA,SG,79,2141,-1.403456865
Troy Brown Jr.,CHI,SF,60,1055,-1.404316838
Cole Anthony,ORL,PG,64,2059,-1.456688171
Saddiq Bey,DET,SF,81,2704,-1.472533575
Evan Fournier,NYK,SG,79,2358,-1.501882679
Thanasis Antetokounmpo,MIL,SF,40,473,-1.575845432
Rodney McGruder,DET,SG,46,754,-1.597919149
Raul Neto,WAS,PG,68,1372,-1.600806121
Ryan Arcidiacono,NYK,PG,6,76,-1.687537848
Trey Lyles,SAC,PF,75,1536,-1.688425068
Donovan Mitchell,UTA,SG,67,2266,-1.707851637
Scotty Hopson,OKC,SG,1,18,-1.716750008
Rajon Rondo,CLE,PG,39,698,-1.766558418
Jalen McDaniels,CHA,SF,52,895,-1.769420064
Davon Reed,DEN,SG,39,668,-1.773986247
Jock Landale,SAS,C,46,589,-1.800327269
Damion Lee,GSW,SG,61,1256,-1.833385475
Cameron Oliver,ATL,SF,2,43,-1.840110906
Stanley Johnson,LAL,PF,48,1094,-1.864579255
Trevon Scott,CLE,SF,2,11,-1.891385219
Amir Coffey,LAC,SG,61,1567,-1.895031803
Usman Garuba,HOU,PF,23,239,-1.901504039
Wes Iwundu,ATL,SF,3,82,-1.942595574
Lindy Waters III,OKC,SG,23,465,-1.942749895
Devonte' Graham,NOP,PG,76,2162,-1.945055727
Tyus Jones,MEM,PG,71,1549,-1.9469556
Chaundee Brown Jr.,ATL,SF,5,104,-1.956711144
Brandon Goodwin,CLE,PG,31,502,-1.95847439
Darius Garland,CLE,PG,68,2430,-1.960149756
Michael Porter Jr.,DEN,SF,9,265,-1.970463058
Moses Moody,GSW,SG,42,607,-2.040820925
Jevon Carter,MIL,PG,56,905,-2.044741037
Jalen Smith,IND,PF,50,924,-2.05264985
Zavier Simpson,OKC,PG,4,174,-2.071678127
Kyrie Irving,BKN,PG,29,1091,-2.081161003
Kessler Edwards,BKN,SF,44,987,-2.119802063
Didi Louzada,POR,SF,8,129,-2.15610501
Charlie Brown Jr.,PHI,SG,11,178,-2.156758803
Marcus Garrett,MIA,SG,10,128,-2.181229403
CJ Elleby,POR,SF,50,1174,-2.22260983
Markelle Fultz,ORL,PG,18,360,-2.257359302
Marko Simonovic,CHI,C,9,35,-2.287298084
Victor Oladipo,MIA,SG,8,173,-2.287534325
Craig Sword,WAS,SG,2,19,-2.307427405
Malcolm Brogdon,IND,PG,36,1206,-2.3084466
Garrison Mathews,HOU,SG,65,1712,-2.31803393
Russell Westbrook,LAL,PG,78,2678,-2.332214644
D.J. Wilson,TOR,PF,3,54,-2.338030316
Nickeil Alexander-Walker,UTA,SG,63,1466,-2.339043169
Eric Gordon,HOU,SG,56,1670,-2.372545881
Ziaire Williams,MEM,SF,61,1346,-2.381714994
Deividas Sirvydis,DET,SG,3,27,-2.46233242
Denzel Valentine,UTA,SG,16,222,-2.482736044
Aaron Holiday,PHX,PG,59,1021,-2.5789619
Isaiah Livers,DET,SF,18,383,-2.60950912
Malachi Flynn,TOR,PG,37,537,-2.637836995
Ty Jerome,OKC,SG,44,801,-2.663059624
Yuta Watanabe,TOR,SF,32,445,-2.674569595
Wenyen Gabriel,LAL,PF,25,359,-2.718929526
Cam Reddish,NYK,SF,48,1012,-2.768040042
Elfrid Payton,PHX,PG,46,549,-2.777140116
Svi Mykhailiuk,TOR,SF,44,716,-2.794643654
Lonnie Walker IV,SAS,SG,70,1612,-2.912973392
Olivier Sarr,OKC,C,21,421,-2.939221486
Devin Cannady,ORL,PG,5,145,-2.94742476
Brandon Knight,DAL,PG,5,65,-3.006655174
Goran Dragic,BKN,PG,21,497,-3.018504372
Willy Hernangomez,NOP,C,49,839,-3.028995912
Miles McBride,NYK,PG,27,372,-3.031007931
Tyler Herro,MIA,SG,66,2151,-3.046507826
Trey Murphy III,NOP,SF,57,864,-3.046814277
Anthony Lamb,HOU,SF,1,8,-3.091604676
Kelly Oubre Jr.,CHA,SF,76,1999,-3.116868801
Javonte Smart,MIA,PG,13,200,-3.138266991
Javin DeLaurier,MIL,C,1,3,-3.200698615
Robin Lopez,ORL,C,36,612,-3.219153996
Isaac Bonga,TOR,SF,10,69,-3.230932417
Luke Kornet,BOS,C,15,103,-3.242855303
Jordan Schakel,WAS,SG,3,30,-3.275271987
Tyrese Haliburton,IND,PG,77,2694,-3.285536329
Semi Ojeleye,LAC,PF,28,406,-3.316593876
Joshua Primo,SAS,SF,47,965,-3.318022235
Daniel Oturu,TOR,C,2,27,-3.386206234
De'Aaron Fox,SAC,PG,59,2084,-3.426346369
Tyler Cook,CHI,PF,18,200,-3.449217277
Tremont Waters,WAS,PG,3,50,-3.47257632
Tony Snell,NOP,SG,50,822,-3.481541622
Quinndary Weatherspoon,GSW,SG,6,73,-3.514825238
Quentin Grimes,NYK,SG,39,786,-3.586346165
Robert Woodard II,SAS,SF,6,42,-3.595008856
Solomon Hill,ATL,SF,12,139,-3.64975183
KJ Martin,HOU,SF,79,1656,-3.672914174
Vlatko Cancar,DEN,PF,14,176,-3.718785126
Abdel Nader,PHX,SF,13,145,-3.726228606
Luke Kennard,LAC,SG,69,1919,-3.735111949
Jared Harper,NOP,PG,4,43,-3.769767105
Jay Scrubb,LAC,SG,11,121,-3.821842666
Paul Watson,OKC,SF,7,156,-3.846762334
Avery Bradley,LAL,SG,61,1406,-3.859883632
Kemba Walker,NYK,PG,37,948,-3.893846623
David Duke Jr.,BKN,PG,18,341,-3.945207563
Zeke Nnaji,DEN,PF,41,698,-3.945531703
Joe Harris,BKN,SF,14,423,-3.979521466
Norman Powell,LAC,SF,45,1458,-4.01857972
CJ McCollum,NOP,PG,61,2145,-4.033745787
Matt Thomas,CHI,SG,29,459,-4.035141827
Emanuel Terry,PHX,PF,2,18,-4.055745753
Cassius Stanley,DET,SG,9,155,-4.067255243
Mac McClung,LAL,SG,1,24,-4.079270105
Gabe York,IND,SG,2,21,-4.085710011
Paul Millsap,PHI,C,33,376,-4.091030602
Saben Lee,DET,PG,36,604,-4.154700302
Carmelo Anthony,LAL,PF,69,1793,-4.164109555
Malcolm Hill,CHI,SG,14,212,-4.165866348
JT Thor,CHA,PF,25,262,-4.174118457
Chris Chiozza,GSW,PG,26,372,-4.184594063
Furkan Korkmaz,PHI,SG,61,1414,-4.227454247
Willie Cauley-Stein,PHI,C,19,183,-4.248298967
Skylar Mays,ATL,SG,16,220,-4.288744419
Boban Marjanovic,DAL,C,19,128,-4.300718267
Rob Edwards,OKC,SG,1,11,-4.327577372
Reggie Perry,POR,PF,10,187,-4.351583261
Trevor Ariza,LAL,SF,24,462,-4.386884959
Marcus Morris Sr.,LAC,PF,54,1564,-4.415981956
Taurean Prince,MIN,PF,66,1177,-4.420202112
Armoni Brooks,TOR,SG,48,844,-4.423566927
Haywood Highsmith,MIA,SF,15,163,-4.428306793
Theo Pinson,DAL,SF,11,148,-4.430127829
Trendon Watford,POR,SF,48,869,-4.458766395
Kevin Pangos,CLE,PG,14,166,-4.464256743
Malik Beasley,MIN,SG,76,1976,-4.467698491
Danilo Gallinari,ATL,PF,66,1672,-4.483785995
Ish Smith,WAS,PG,59,1126,-4.530824637
Louis King,SAC,SF,7,104,-4.550556511
Gabriel Deck,OKC,PF,6,56,-4.569725266
Jon Teske,MEM,C,3,8,-4.601139941
Sharife Cooper,ATL,PG,5,39,-4.614264084
Davis Bertans,DAL,PF,55,806,-4.653924141
Justin Champagnie,TOR,SF,26,281,-4.686143711
Justin Anderson,IND,SF,16,316,-4.68829811
R.J. Hampton,ORL,SG,62,1402,-4.700723243
Aaron Nesmith,BOS,SF,48,574,-4.728060612
Corey Kispert,WAS,SF,75,1801,-4.737907668
Tim Frazier,CLE,PG,10,208,-4.775882303
Ish Wainright,PHX,PF,35,359,-4.782260754
Theo Maledon,OKC,PG,47,908,-4.808482427
Juwan Morgan,BOS,PF,1,31,-4.836025113
Brandon Boston,LAC,SG,43,760,-4.844255721
Isaiah Thomas,CHA,PG,18,333,-4.85195645
Santi Aldama,MEM,PF,29,360,-4.880402244
Yves Pons,MEM,SF,6,71,-4.919727967
Donte DiVincenzo,SAC,SG,42,1005,-4.958455734
Kevin Porter Jr.,HOU,PG,61,1907,-4.979119275
Caris LeVert,CLE,SG,58,1780,-5.013108845
Nik Stauskas,BOS,SG,4,39,-5.048441225
Keifer Sykes,IND,PG,28,566,-5.087769131
Kelan Martin,BOS,SF,28,450,-5.145308709
Zach LaVine,CHI,SG,66,2328,-5.161165905
Bones Hyland,DEN,SG,67,1310,-5.168341201
Trayvon Palmer,DET,SG,1,17,-5.196607183
Greg Brown III,POR,SF,42,640,-5.20856798
Jordan Bell,CHI,C,1,2,-5.230565277
Gary Clark,NOP,PF,34,378,-5.320068376
David Johnson,TOR,SG,1,2,-5.359015415
Lou Williams,ATL,PG,56,799,-5.482720733
Wayne Selden,NYK,SG,2,19,-5.483621466
Rui Hachimura,WAS,PF,42,943,-5.491217008
Xavier Moon,LAC,SG,8,137,-5.542461336
Darren Collison,LAL,PG,3,37,-5.581054423
Juancho Hernangomez,UTA,PF,34,445,-5.66635882
Jake Layman,MIN,SF,25,231,-5.733781051
Cedi Osman,CLE,SF,65,1462,-5.745798918
Tre Mann,OKC,PG,57,1367,-5.751670335
Payton Pritchard,BOS,PG,61,1001,-5.801170478
Austin Rivers,DEN,SG,65,1480,-5.813842974
Malik Monk,LAL,SG,75,2139,-5.883815696
Jeff Dowtin Jr.,ORL,PG,6,108,-5.925422871
Myles Powell,PHI,PG,5,52,-5.953266511
DeMar DeRozan,CHI,PF,76,2743,-5.962177033
James Ennis III,DEN,SF,6,56,-5.981483197
Jemerrio Jones,LAL,SF,2,15,-5.998290764
Kris Dunn,POR,PG,14,336,-5.998400397
Emmanuel Mudiay,SAC,PG,2,11,-6.097254952
Bol Bol,ORL,PF,9,81,-6.108785832
Jalen Johnson,ATL,PF,16,120,-6.139978659
Mychal Mulder,MIA,PG,14,240,-6.161045398
JaQuori McLaughlin,DAL,PG,2,11,-6.223789979
Carsen Edwards,DET,SG,4,79,-6.277946673
Arnoldas Kulboka,CHA,SF,1,5,-6.283880596
Bruno Fernando,HOU,C,23,153,-6.340980462
Norvel Pelle,UTA,C,2,19,-6.356831602
Trae Young,ATL,PG,75,2652,-6.372853949
Joe Wieskamp,SAS,SG,20,205,-6.416779124
Markieff Morris,MIA,PF,16,298,-6.478611251
Carlik Jones,DEN,PG,5,23,-6.578955766
Devon Dotson,CHI,PG,8,85,-6.623602716
Georges Niang,PHI,PF,76,1736,-6.627815912
Ruben Nembhard Jr.,CLE,SG,8,63,-6.656404171
Jeremy Lamb,SAC,SF,53,935,-6.668629227
Luka Garza,DET,C,31,389,-6.670303316
Jared Butler,UTA,SG,32,360,-6.70784376
Alfonzo McKinnie,CHI,SF,13,206,-6.769051012
Rodney Hood,LAC,SF,47,709,-6.778667448
Rayjon Tucker,MIL,SG,5,71,-6.780687526
Langston Galloway,MIL,SG,7,107,-6.857712935
Cody Zeller,POR,C,27,355,-6.92054046
Moses Wright,DAL,PF,2,15,-6.935985587
Brodric Thomas,BOS,SG,6,60,-6.968472886
Jabari Parker,BOS,PF,11,112,-6.989908103
Neemias Queta,SAC,C,12,120,-7.001650136
Jaden Springer,PHI,SG,2,6,-7.027772406
Hassani Gravett,ORL,PG,8,171,-7.042021861
Wayne Ellington,LAL,SG,42,810,-7.048283728
Ignas Brazdeikis,ORL,SF,34,536,-7.067234983
Leandro Bolmaro,MIN,SF,24,241,-7.081011044
Micah Potter,DET,C,3,31,-7.088718032
Jaylen Morris,SAS,SG,3,16,-7.118301031
Buddy Hield,IND,SG,81,2499,-7.124739788
Damian Lillard,POR,PG,29,1056,-7.155429471
BJ Johnson,ORL,SF,4,65,-7.17897034
Udonis Haslem,MIA,C,11,83,-7.208446133
Aaron Henry,PHI,SF,5,17,-7.217774687
Justin Jackson,PHX,SF,5,36,-7.218892623
Bojan Bogdanovic,UTA,PF,69,2131,-7.254872063
Alize Johnson,NOP,PF,18,167,-7.256563971
Petr Cornelie,DEN,PF,10,38,-7.283277266
Collin Sexton,CLE,SG,11,316,-7.296467211
Trevelin Queen,HOU,SG,10,74,-7.356593307
DaQuan Jeffries,MEM,SG,1,9,-7.378419347
Cassius Winston,WAS,PG,5,39,-7.428255298
Jaylen Nowell,MIN,SG,57,975,-7.429425758
Patty Mills,BKN,SG,79,2346,-7.441797103
